index,0,1,2,3,4,5
287,"483 - LAM Shing Yip
SALOMON HONG KONG",V1H,112,34:17:43,13:33:27,HK
288,606 - CLARK Ben,V1H,113,34:18:20,13:34:04,Australia
289,"1708 - MORELL Roman
SA MILANA - ALARO",SEH,137,34:18:49,13:34:33,España
290,"1208 - CHACON MARTINEZ Diego
Running Way Trail",V1H,114,34:20:51,13:36:35,España
291,"1045 - AMENGUAL VILLALONGA Miguel
SA MILANA ALARO",V1H,115,34:22:17,13:38:01,España
292,631 - GROSSI Sébastien,SEH,138,34:23:36,13:39:20,Francia
293,1272 - BROSTELLA Daniel,V1H,116,34:25:45,13:41:29,Panamá
294,"376 - WU Ping
上海交大安泰户外跑者俱乐部",SEH,139,34:29:24,13:45:08,China
295,"892 - BELLINI Roberto
A.S.D. ESERCITO CE.SEL.NA. FOLIGNO",V1H,117,34:29:37,13:45:21,Italia
296,676 - DOURADO Telmo,V1H,118,34:30:45,13:46:29,Portugal
297,1016 - BATAILLION Denis,V1H,119,34:31:20,13:47:04,Francia
298,"587 - KISO Tetsuo
TEAM 100 MILE",V2H,9,34:31:54,13:47:38,Japón
299,"83 - MACDONALD Hamish
RUNCREW",SEH,140,34:33:57,13:49:41,Australia
300,"869 - LAYRE Cédric
AIRBUS RUNNING",SEH,141,34:34:22,13:50:06,Francia
301,"953 - FIEVET Damien
ATHLETIQUE CLUB DU PAYS DE MEA",V1H,120,34:35:40,13:51:24,Francia
302,950 - FOULON Samuel,SEH,142,34:35:57,13:51:41,Francia
303,"2899 - GONFAUS CASTAÑO Albert
A.E.MOUNTAIN RUNNERS BERGUEDA",V2H,10,34:36:18,13:52:02,España
304,944 - LYNN Kurt,V1H,121,34:36:27,13:52:11,Nueva Zelandia
305,"679 - VALLA Olivier
ULTRA TAAAAAC TEAM",V1H,122,34:36:44,13:52:28,Francia
306,"2838 - RAMOS SUAREZ Pablo
G.M. ENSIDESA GIJON",SEH,143,34:38:00,13:53:44,España
307,2821 - GASPAR Boris,SEH,144,34:40:18,13:56:02,Eslovaquia
308,1226 - CHULLIAT Olivier,V2H,11,34:41:21,13:57:05,Francia
309,779 - DUNAND Francois,V1H,123,34:42:34,13:58:18,Francia
310,"901 - AUTRET Laurent
TEAM COSTO",V1H,124,34:42:43,13:58:27,Francia
311,1327 - KRAJEWSKI Wojtek,V1H,125,34:43:23,13:59:07,Polonia
312,616 - BUGLIONE Davide,SEH,145,34:44:00,13:59:44,Italia
313,"847 - SCHMIDT Michael
LG STEINHAGEN",V1H,126,34:48:35,14:04:19,Alemania
314,668 - FAUL Justin,SEH,146,34:49:10,14:04:54,Estados Unidos
315,"370 - GARIBAL Olivier
BAOUW CHRIS&OLIVE",SEH,147,34:49:27,14:05:11,Francia
316,963 - BRITO Hugo,V1H,127,34:50:19,14:06:03,Portugal
317,"1282 - LI Shenhui
129训练营",SEH,148,34:50:29,14:06:13,China
318,"1251 - RODRIGUES Jc
TEAM CERAMIQ",V2H,12,34:50:34,14:06:18,Francia
319,826 - NICAISE Christophe,SEH,149,34:50:39,14:06:23,Francia
320,"689 - FERREIRA Ricardo
ARSM",SEH,150,34:50:51,14:06:35,Portugal
321,"979 - KAVZAR Marko
KAVZI",V2H,13,34:50:53,14:06:37,Eslovenia
322,"594 - BRILEY Tim
PARK CITY RUNNING",V2H,14,34:50:54,14:06:38,Estados Unidos
323,544 - MEREDITH Joel,V1H,128,34:53:52,14:09:36,Estados Unidos
324,1439 - MARTIN Antoine,SEH,151,34:54:32,14:10:16,Francia
325,"859 - PIIRIMAE Pärtel
PRORUNNER",V1H,129,34:55:16,14:11:00,Estonia
326,"956 - HRIBAR Matej
HOKA ONE ONE SLOVENIA",V1H,130,34:55:50,14:11:34,Eslovenia
327,1141 - CLOT Jacques,V1H,131,34:56:43,14:12:27,Francia
328,"880 - CORAND Jean-Philippe
ENDURANCE SHOP ALBI",SEH,152,34:57:52,14:13:36,Francia
329,"614 - WARREN Tara
RABBIT ELITE TRAIL",V1F,13,35:01:45,14:17:29,Estados Unidos
330,"743 - ANTONIOTTI Pascal
CORSICA SPORT MEZZAVIA",V2H,15,35:02:12,14:17:56,Francia
331,2014 - LEPOUTRE Grégoire,SEH,153,35:03:26,14:19:10,Francia
332,1114 - PHELAN Eoin,V1H,132,35:03:27,14:19:11,Irlanda
333,"1037 - KOLLY Jean-Bernard
SCHUSTANGS BANDA",SEH,154,35:03:29,14:19:13,Suiza
334,"1091 - POUY Frédéric
PAU PYRENEES AVENTURE",V1H,133,35:03:32,14:19:16,Francia
335,"518 - HAYES Jacob
BITTON ROAD RUNNERS",V1H,134,35:03:36,14:19:20,Reino Unido
336,"1039 - PORTALES Julien
GRESI'COURANT",V1H,135,35:06:15,14:21:59,Francia
337,"626 - BEYNEL Florence
BEAUMONT ATHLETIQUE CLUB",V2F,2,35:07:20,14:23:04,Francia
338,"682 - ABARCA Cédric
ULTRA TRAIL TEAM SIGNARGUES",V1H,136,35:09:56,14:25:40,Francia
339,2880 - MOORE Robert Gregory,V1H,137,35:11:05,14:26:49,Estados Unidos
340,"640 - MOODY Nathan
ITRA",V1H,138,35:11:21,14:27:05,Estados Unidos
341,1429 - FAVENNEC Jean-Yves,V1H,139,35:14:13,14:29:57,Francia
342,"752 - ROSSI Claudio
ALTITUDE RACE",V1H,140,35:16:41,14:32:25,Italia
343,"542 - DUMAS Timothée
PARIS UNIVERSITE CLUB",SEH,155,35:18:22,14:34:06,Francia
344,1438 - JAKUBCZAK Grzegorz,SEH,156,35:18:31,14:34:15,Polonia
345,796 - DRUTEL Damien,V2H,16,35:19:41,14:35:25,Francia
346,"1034 - RITONDALE Sebastien
les foulées saussinoises",V1H,141,35:20:43,14:36:27,Francia
347,"1722 - JURANDER Erik
SWEDISH TRAIL RUNNING",V1H,142,35:21:21,14:37:05,Suecia
348,"516 - BOUCHET Antoine
ROLEX SPORT",SEH,157,35:22:34,14:38:18,Francia
349,1214 - DUCHER Ludovic,SEH,158,35:22:54,14:38:38,Francia
350,1894 - NIHOUL Simon,SEH,159,35:31:13,14:46:57,Francia
351,"1164 - GUEROT Denis
OUEST TRAIL REUNION",V2H,17,35:34:25,14:50:09,Francia
352,"1582 - MOCZYNSKI Maciej
POL",V1H,143,35:35:37,14:51:21,Polonia
353,"680 - FAGERENG Ake
MYNYDDWYR DE CYMRU",SEH,160,35:37:02,14:52:46,Noruega
354,1379 - DELEMONTEZ Didier,V3H,2,35:37:19,14:53:03,Francia
355,534 - HAN Nikki,V1F,14,35:37:41,14:53:25,Reino Unido
356,610 - PISAREK Maciej,V1H,144,35:37:42,14:53:26,Polonia
357,"1678 - PIRKOVSKI Igor
TREX",SEH,161,35:38:36,14:54:20,Macedonia del Norte
358,"967 - JOVANOVSKI Igor
TREX / PSD MAKPETROL",SEH,162,35:38:37,14:54:21,Macedonia del Norte
359,"925 - IVANOVSKI Zhikica
TREX/PSD MAKPETROL",SEH,163,35:38:38,14:54:22,Macedonia del Norte
360,"1256 - MORVAN Denis
STADE LAVALLOIS ATHLETISME",SEH,164,35:38:47,14:54:31,Francia
361,"310 - POLYAKOVA Elena
COLUMBIA MONTRAIL RUNNING TEAM TURKEY",SEF,17,35:38:55,14:54:39,Turquía
362,1361 - DALE Robert,SEH,165,35:39:30,14:55:14,Reino Unido
363,"667 - SCHNEEKLOTH Martin
ALTRA, CEP, NUUN, HONEY STINGER",V1H,145,35:39:52,14:55:36,Estados Unidos
364,790 - WOOD Alan,SEH,166,35:39:52,14:55:36,Reino Unido
365,"1713 - GUYONNET Wilfrid
FREERUN86",V1H,146,35:40:12,14:55:56,Francia
366,"1409 - CAÑELLAS ADROVER Tomeu
PALMARUNNERS",V1H,147,35:41:56,14:57:40,España
367,412 - PEPIN Stephane,V1H,148,35:42:05,14:57:49,Francia
368,"957 - MARCHAND Régis
ISSY TRIATHLON",V1H,149,35:43:42,14:59:26,Francia
369,"1341 - LIU Freedom
LEI ULTRA TRAIL",SEH,167,35:43:52,14:59:36,China
370,"323 - YU Lei
COLUMBIA",V1H,150,35:43:54,14:59:38,China
371,"677 - HERRERA SOTO Tony
C.M.UMMA",V1H,151,35:44:00,14:59:44,España
372,"846 - SANCHEZ CANOSA Óscar
RUNNING SPORT TRAIL",SEH,168,35:44:01,14:59:45,España
373,"1888 - WEISSL Werner
TEAM VEGAN.AT",V1H,152,35:44:17,15:00:01,Austria
374,750 - DU TOIT Conrad,V1H,153,35:45:09,15:00:53,Sudáfrica
375,"1022 - GOBY Fabien
PLAUZAT SPORT NATURE",SEH,169,35:45:44,15:01:28,Francia
376,"1095 - YANG Jianguo
GREEN RUN",SEH,170,35:46:42,15:02:26,China
377,"1321 - KORZAŃSKI Krystian
36HDCZB",SEH,171,35:47:01,15:02:45,Polonia
378,"554 - FAN Fengjuan
ADIDAS",SEF,18,35:47:48,15:03:32,China
379,1111 - COX Nick,V1H,154,35:47:49,15:03:33,Reino Unido
380,"1864 - ETXEBERRIA GORRITXATEGI Unai
LAMINO MENDI TALDEA",SEH,172,35:48:01,15:03:45,España
381,"885 - VECINO Oscar
TRIZURKO",V1H,155,35:51:29,15:07:13,España
382,827 - FERNANDEZ MENDIBE Iñigo,V1H,156,35:51:30,15:07:14,España
383,1102 - PECOUL Olivier,SEH,173,35:51:40,15:07:24,Francia
384,"1225 - BOUHIER Laurent
EST CHARENTE ATHLETIQUE",V2H,18,35:53:01,15:08:45,Francia
385,555 - GUARISCHI Rosalia,SEF,19,35:53:44,15:09:28,Brasil
386,"1562 - HUMPHREYS-EVANS Giles
COMPTON HARRIERS",V1H,157,35:55:22,15:11:06,Reino Unido
387,"907 - THEUNYNCK Lode
TRAILODGE",V1H,158,35:55:23,15:11:07,Bélgica
388,1586 - BOCZMAK Charles-Alexandre,SEH,174,35:58:37,15:14:21,Francia
389,"1672 - FOUQUERAY pascal
CAP ENDURANCE",V2H,19,35:59:24,15:15:08,Francia
390,"936 - PARIS Rémi
LES FURETS D'EIFFAGE",SEH,175,36:00:50,15:16:34,Francia
391,"1359 - ZBINDEN René
ST BERN",V1H,159,36:01:47,15:17:31,Suiza
392,"928 - MOTA GONCALO
TREPADORES",V1H,160,36:02:39,15:18:23,Portugal
393,1340 - GAURY Julien,SEH,176,36:04:16,15:20:00,Francia
394,"1488 - FABREGAT Daniel
CEVEN'TRAIL",V1H,161,36:05:59,15:21:43,Francia
395,"1822 - LINDSTRAND Mikael
GONIOLABS EC",V1H,162,36:06:54,15:22:38,Suecia
396,"650 - TRAVERSO Matteo
ATLETICA VALLE SCRIVIA",V1H,163,36:07:00,15:22:44,Italia
397,"1134 - PERCIVALE Alessandro
ATLETICA VALLESCRIVIA",V2H,20,36:07:04,15:22:48,Italia
398,"2857 - ASENJO SANTANA Marcos
C.D. TRAZACAMINOS",V1H,164,36:10:39,15:26:23,España
399,"602 - DOMINGUEZ GARCIA Manuel Alejandro
C.D.LA OTRA VERTIENTE",V1H,165,36:10:41,15:26:25,España
400,1679 - TANG Tang,SEH,177,36:11:13,15:26:57,HK
401,"1254 - LEONG Weng Wa
RUNPLUS TRAIL",SEH,178,36:12:47,15:28:31,MO
402,"2879 - MACIEJOWSKI David
TEAM CHAMPSAUR NATURE",V1H,166,36:14:32,15:30:16,Francia
403,"470 - KAGERER Corine
ALPINRUNNER, LCU",V1F,15,36:14:55,15:30:39,Suiza
404,"369 - FRIDEZ Pierre
WWW.JACCUZZI.CH",V1H,167,36:14:56,15:30:40,Suiza
405,"931 - WEIBEL Dominique
LA COTE RUNNERS",V1H,168,36:14:57,15:30:41,Suiza
406,643 - SAPOZNIK Tania,SEF,20,36:14:58,15:30:42,Paraguay
407,805 - BUNDI Marco,V1H,169,36:14:59,15:30:43,Suiza
408,961 - DONDI Michele,SEH,179,36:15:00,15:30:44,Italia
409,"1088 - FOUQUET Louis
PGAC",V2H,21,36:15:06,15:30:50,Francia
410,1345 - DELORME Jean-Marc,V1H,170,36:15:52,15:31:36,Francia
411,711 - MANDEL Etienne,SEH,180,36:16:29,15:32:13,Francia
412,1036 - FUNG Leo,SEH,181,36:18:38,15:34:22,Canadá
413,699 - SRNIK Mario,V1H,171,36:18:40,15:34:24,Canadá
414,"1068 - MOTOC Daniel Vicentiu
UP&DOWN",V1H,172,36:19:01,15:34:45,Italia
415,"842 - STARK Colin
NORTH NORFOLK BEACH RUNNERS",V1H,173,36:20:19,15:36:03,Reino Unido
416,"755 - UCHIDA Norimasa
TEAM 100 MILES",V1H,174,36:22:27,15:38:11,Japón
417,2876 - LAHCEN Moktar,V1H,175,36:24:37,15:40:21,Francia
418,658 - SMITH Georgina,SEF,21,36:25:18,15:41:02,Reino Unido
419,992 - ROUDEL Vincent,SEH,182,36:25:39,15:41:23,Francia
420,"955 - GORZKOWSKI Bartłomiej
BTM RUNNERS",V1H,176,36:27:47,15:43:31,Polonia
421,"825 - LABONNE Laurent
COURAPIEDS 33",SEH,183,36:28:33,15:44:17,Francia
422,"1939 - HANHELA Topi
Samba Trail Running Club",V1H,177,36:29:01,15:44:45,Finlandia
423,"1284 - VIDEK Ivan
AK SLJEME",SEH,184,36:29:56,15:45:40,Croacia
424,"539 - LACHAUX Magali
PASSY ALPIRUNNING",SEF,22,36:31:23,15:47:07,Francia
425,"903 - FORNONI Giovanni
GAV VERTOVA",V1H,178,36:31:28,15:47:12,Italia
426,"1261 - COMBE Didier
CABBA BOUC BEL AIR",V2H,22,36:34:11,15:49:55,Francia
427,"1530 - LETE Pascal
LES COUREURS CELESTES",V3H,3,36:36:13,15:51:57,Bélgica
428,"1411 - KOVÁCS Ádám
COFFEERUN SE",V1H,179,36:37:17,15:53:01,Hungría
429,"726 - MAI Andreas
HARTFUESSLER/TEAM MOUNTAIN FUEL",V1H,180,36:37:23,15:53:07,Alemania
430,"691 - MACIAS DIAZ Albert
CAMI DELS IBERS",V1H,181,36:38:00,15:53:44,España
431,"1816 - HUBERT Didier
Les 41 du St-Quentin",V2H,23,36:38:25,15:54:09,Francia
432,"728 - BENEY Jean-Luc
Team Amaya-Edelweiss",SEH,185,36:38:47,15:54:31,Suiza
433,"1445 - VERGER Jérôme
LIMOUX TRIATHLON CLUB",V1H,182,36:39:19,15:55:03,Francia
434,1215 - HUNOUT Vincent,SEH,186,36:40:03,15:55:47,Francia
435,"2226 - PUIATI Stefano
ULTRA TAAAAAC TEAM",V2H,24,36:40:03,15:55:47,Italia
436,681 - KOCH Josef,SEH,187,36:42:19,15:58:03,Bélgica
437,"1812 - BRICAUD Franck
AS CHU NANTES",V1H,183,36:43:45,15:59:29,Francia
438,971 - PIERARD Michel,V1H,184,36:44:09,15:59:53,Bélgica
439,1279 - CALVENTE ANDREU Jorge,SEH,188,36:44:48,16:00:32,España
440,381 - AUCHERE Etienne,SEH,189,36:45:29,16:01:13,Francia
441,"952 - DARET Laurent
TEAM IRON RACE/CROSSCALL",V1H,185,36:45:37,16:01:21,Francia
442,"1718 - REWIG Adrian
TRI TEAM HAGEN",SEH,190,36:45:54,16:01:38,Alemania
443,"656 - MAI Sybille
TG VIKTORIA AUGSBURG",SEF,23,36:46:38,16:02:22,Alemania
444,"646 - ALLARD Séverine
CA ORSAY TRIATHLON",SEF,24,36:46:48,16:02:32,Francia
445,"715 - MUNARETTO Gianni
ATLETICA PIOMBINO DESE",V1H,186,36:46:51,16:02:35,Italia
446,807 - ROMERO Fabien,V1H,187,36:47:50,16:03:34,Francia
447,"1245 - PERRUCHOT Nicolas
PATRIOTE DE BONNETABLE",V1H,188,36:49:57,16:05:41,Francia
448,740 - BOURGEON Karine,V1F,16,36:51:49,16:07:33,Francia
449,"1191 - MAYER Doug
RUN THE ALPS",V2H,25,36:52:00,16:07:44,Estados Unidos
450,1720 - CESTINO Enrique,V1H,189,36:58:03,16:13:47,España
451,"621 - SALPISTIS Nazareno
TRIESTE ATLETICA",SEH,191,36:59:02,16:14:46,Italia
452,2161 - PICH Jonathan,SEH,192,36:59:43,16:15:27,Francia
453,"1482 - PAVANELLO Manuel
Spirito Trail ASD",V1H,190,37:00:08,16:15:52,Italia
454,1415 - TAKUMA Hideo,V2H,26,37:02:45,16:18:29,Japón
455,"1675 - DURET Aurelien
CREWSTACH",SEH,193,37:05:06,16:20:50,Francia
456,2085 - FLEURY Frederic,V2H,27,37:06:18,16:22:02,Francia
457,1425 - KUZMOV Miroslav,SEH,194,37:06:29,16:22:13,Bulgaria
458,"2253 - REEVES Stephen
LARKFIELD AC",V1H,191,37:07:21,16:23:05,Reino Unido
459,"1770 - STEPAK Włodzimierz
KB AKTYWNI KONIN",V1H,192,37:10:44,16:26:28,Polonia
460,"532 - DOMINIAK Klaudia
MAGAZYN TRIATHLON",V1F,17,37:14:01,16:29:45,Polonia
461,"964 - POLAK Stanisław
NIEZRZESZONY",V1H,193,37:14:02,16:29:46,Polonia
462,1080 - LEGROS Ludovic,SEH,195,37:14:27,16:30:11,Francia
463,"1004 - PEACOCK Ronald
NORTH COAST ULTRA",V1H,194,37:15:18,16:31:02,Reino Unido
464,"1268 - SHIMMONS Aaron
B.A.R.F.",V1H,194,37:15:18,16:31:02,Irlanda
465,"1605 - WITCZAK Przemysław
DREAMTIME TRAILS",V1H,196,37:15:32,16:31:16,Polonia
466,1029 - SCHEIFFELE Peter,V1H,197,37:16:56,16:32:40,Alemania
467,"1604 - VILELA António
REAL ACADEMIA",V1H,198,37:18:56,16:34:40,Portugal
468,"1384 - ARAUZO Carlos
INDEPENDIENTE",V1H,199,37:19:00,16:34:44,España
469,"332 - JAMIN Ludovic
SOBHI SPORT NANTES",V1H,200,37:19:31,16:35:15,Francia
470,1177 - HOWARTH Darron,V2H,28,37:19:37,16:35:21,Reino Unido
471,2854 - ABE Kazunari,V1H,201,37:19:46,16:35:30,Japón
472,"657 - DAMICO Mauro Ramon
TRAGAME TIERRA",V1H,202,37:19:47,16:35:31,Argentina
473,"982 - HUGUENOT Sébastien
LES ALLOBROGES DU BREVON",SEH,196,37:19:50,16:35:34,Francia
474,"1255 - LI Long
COLUMBIA",SEH,197,37:20:26,16:36:10,China
475,"2200 - MATOS Fred
RUNNERS DO DEMO",SEH,198,37:21:00,16:36:44,Portugal
476,2225 - LE HERISSIER Jean-Marie,V2H,29,37:22:41,16:38:25,Francia
477,1763 - VANIER Hugues,V2H,30,37:22:43,16:38:27,Francia
478,"502 - MARTIN Brook
TRAILBLAZERS",V1F,18,37:23:13,16:38:57,Australia
479,"1319 - AMIT Har Paz
Salomon Israel",SEH,199,37:24:05,16:39:49,Israel
480,1391 - CAMPA Matjaz,V2H,31,37:24:39,16:40:23,Eslovenia
481,"875 - NIEDZWIADEK Kamil
BEAR CUBS RUNNING TEAM",SEH,200,37:25:08,16:40:52,Polonia
482,377 - KENT Justin,V2H,32,37:25:24,16:41:08,Estados Unidos
483,"943 - SANTANA HENRIQUEZ Jonatan
BOLETRAI DE TEROR",SEH,201,37:26:52,16:42:36,España
484,"1038 - LAUGEL Thomas
OLICOACHING",SEH,202,37:29:01,16:44:45,Francia
485,"1706 - DUPUIS Thomas
ESM",SEH,203,37:29:55,16:45:39,Bélgica
486,1009 - DAXL Anton,V1H,203,37:30:41,16:46:25,Austria
487,1534 - IRWIN Daniel,V1H,204,37:30:56,16:46:40,Reino Unido
488,1990 - FERRIEN Killian,SEH,204,37:31:33,16:47:17,Francia
489,"1241 - MONTES MARTINEZ Pedro Angel
G.M.PICU PIENZU",V1H,205,37:32:17,16:48:01,España
490,414 - LAPIERRE Guillaume,V1H,206,37:37:59,16:53:43,Francia
491,989 - DELBARBA Stefano,V1H,207,37:39:42,16:55:26,Italia
492,570 - WARREN Christian,V1H,208,37:40:51,16:56:35,Reino Unido
493,"821 - PIAZZA Matteo
BRADIPI DEL MOTTARONE",V1H,209,37:41:37,16:57:21,Italia
494,"915 - RAIMAT QUINTANA Carles
CEAR ALTA RIBAGORCA",V1H,210,37:42:50,16:58:34,España
495,2073 - FIGUEROA LAGO José Antonio,SEH,205,37:42:51,16:58:35,España
496,"638 - MENARDI Linda
ATLETICA CORTINA",V1F,19,37:43:41,16:59:25,Italia
497,"978 - ROUQUIER Gérald
TEAM QUICHE",V1H,211,37:43:45,16:59:29,Francia
498,2715 - MYLES Mark,V1H,212,37:44:36,17:00:20,Reino Unido
499,"1866 - LYE Ian
COMPRESSPORT SINGAPORE",SEH,206,37:44:55,17:00:39,Singapur
500,"1000 - DE LAHITTE Hernan
CORRERAYUDA",V2H,33,37:45:19,17:01:03,Argentina
501,"309 - GRIFFON Yann
CROSSCALL",V1H,213,37:45:46,17:01:30,Francia
502,1513 - BILLEBAULT Laurent,V1H,214,37:46:47,17:02:31,Francia
503,1477 - PETROV Petar,SEH,207,37:46:48,17:02:32,Bulgaria
504,"1293 - VERDAGUER FONT Joan Manel
DOMINGUEROS RUN VILANOVA",V1H,215,37:47:09,17:02:53,España
505,727 - SUNDERMEIER Ronda,V2F,3,37:48:48,17:04:32,Estados Unidos
506,2871 - HANLIN Jason,V1H,216,37:49:10,17:04:54,Estados Unidos
507,778 - DENIS Bernard,V1H,217,37:49:12,17:04:56,Bélgica
508,580 - WANG Jeanette,SEF,25,37:49:19,17:05:03,Singapur
509,375 - GERAIN Thomas,V1H,218,37:50:07,17:05:51,Francia
510,1910 - CWIEKALA Michal,V1H,219,37:50:25,17:06:09,Polonia
511,"959 - NØRREGAARD Henrik
HERLEV",V2H,34,37:50:28,17:06:12,Dinamarca
512,"353 - ABLORH Titus
COLUMBIA MONTRAIL",SEH,208,37:50:33,17:06:17,República Checa
513,1017 - DEVOUTON Ghislain,V1H,220,37:51:31,17:07:15,Estados Unidos
514,780 - FIESSINGER Christophe,V1H,221,37:51:33,17:07:17,Francia
515,"764 - MORISSEAU Florence
RUNNING CLUB SAINT MAIXENT",V1F,20,37:51:40,17:07:24,Francia
516,694 - MENDEZ Sylvain,SEH,209,37:52:03,17:07:47,Francia
517,693 - MURRAY Gioia,SEF,26,37:52:18,17:08:02,Reino Unido
518,1650 - HUET Jimmy,SEH,210,37:53:43,17:09:27,Francia
519,1349 - DUPORT Pascal,V1H,222,37:54:21,17:10:05,Suiza
520,"548 - WILLIS Sarah
BTK TRAILTEAM",SEF,27,37:54:31,17:10:15,Estados Unidos
521,1061 - HOMIER Laurent,V2H,35,37:55:43,17:11:27,Canadá
522,1227 - DEDOURS Maxime,V2H,36,37:55:47,17:11:31,Francia
523,1270 - L'ARRIVÉE Mathieu,SEH,211,37:56:00,17:11:44,Canadá
524,1542 - SCHMITT Vincent,V2H,37,37:56:13,17:11:57,Francia
525,"1289 - LUISETTO Maurizio
SINTECO RUNNING TEAM",V1H,223,37:57:11,17:12:55,Italia
526,"1677 - PABLOS MENOR Luis Angel
C4",SEH,212,37:57:13,17:12:57,España
527,1786 - GATEFIN Kévin,SEH,213,37:57:21,17:13:05,Francia
528,536 - LEVENTHAL Shiri,SEF,28,37:57:29,17:13:13,Australia
529,"1428 - BABONAUX Philippe
SMAC",V1H,224,37:58:05,17:13:49,Francia
530,"1608 - JACQUET François
SMAC",V2H,38,37:58:08,17:13:52,Francia
531,"1955 - FOULON Pierre Yves
KIKOUROU",V2H,39,37:59:38,17:15:22,Francia
532,1421 - ROSS Anatoly,V2H,40,38:00:15,17:15:59,Canadá
533,1561 - GOMEZ BRAVO Carlos,V1H,225,38:01:19,17:17:03,Chile
534,"1266 - CALLENS Julien
uni pour l'autonomie",V1H,226,38:01:43,17:17:27,Francia
535,"1516 - TENGLER Sebastian
P-WEG-TEAM",V1H,227,38:01:51,17:17:35,Alemania
536,1568 - BERGER Christian,V2H,41,38:02:36,17:18:20,Francia
537,2175 - RAO Shashwat,SEH,214,38:02:54,17:18:38,India
538,"1544 - FERNANDES Ricardo
CEE-M",SEH,215,38:02:56,17:18:40,Portugal
539,"1991 - MALACEA Bogdan
Today Running Squad",SEH,216,38:03:08,17:18:52,Rumania
540,2335 - OBADA Mihail,SEH,216,38:03:08,17:18:52,Rumania
541,1596 - GRELET Renaud,SEH,218,38:03:23,17:19:07,Francia
542,1855 - PASCUAL GONZÁLEZ Gabriel,SEH,219,38:03:39,17:19:23,España
543,"1224 - ZARANDIETA MENDEZ Patxi
BICHA TRAIL&MOUNTAIN",V1H,228,38:04:52,17:20:36,España
544,1347 - POULARD Sébastien,V1H,229,38:05:22,17:21:06,Francia
545,"1885 - DELIAU Bastien
DIJON TRIATHLON",V1H,230,38:05:33,17:21:17,Francia
546,1155 - LONERGAN Ray,V2H,42,38:06:08,17:21:52,Irlanda
547,"809 - FOGLIA Ivan
3T VALTARO",SEH,220,38:06:42,17:22:26,Italia
548,1437 - BHERER Martin,SEH,221,38:09:35,17:25:19,Canadá
549,"1133 - MONSERRAT RIPOLLES Miguel Angel
CLUB DE MUNTANYA I ESCALADA",V2H,43,38:09:43,17:25:27,España
550,"2897 - FEIGEL Martin
LIFEPARKMAX INGOLSTADT",V2H,43,38:09:43,17:25:27,Alemania
551,1398 - LOCKYER David,V1H,231,38:09:49,17:25:33,Reino Unido
552,"2285 - JOUBERT Pierre
TEAM TRAIL TOURAINE",V1H,232,38:10:03,17:25:47,Francia
553,644 - TOULET Veronique,V1F,21,38:10:33,17:26:17,Francia
554,"858 - OWAKI Noriyuki
OWAKI JAPAN",V1H,233,38:12:03,17:27:47,Japón
555,"824 - ARENCIBIA HERNANDEZ Angel
CARPHIAL TEROR",SEH,222,38:13:29,17:29:13,España
556,1471 - LI Alan,V1H,234,38:13:39,17:29:23,Reino Unido
557,"732 - FRANCO Vincent
TEAM ECHAPPEE BELLE",SEH,223,38:14:23,17:30:07,Francia
558,1639 - CZUPRYNA David,V1H,235,38:14:39,17:30:23,Bélgica
559,"1173 - DELFAU Julien
CAHORS TRAIL",SEH,224,38:15:45,17:31:29,Francia
560,"2505 - GRILLI Carlo
SDS L'AQUILA",V1H,236,38:17:51,17:33:35,Italia
561,"802 - SCHARP Martin
MALMO LOP",V2H,45,38:18:33,17:34:17,Suecia
562,1300 - RIGOLLET Guillaume,V1H,237,38:18:57,17:34:41,Francia
563,2839 - ROMAND Philippe,SEH,225,38:19:56,17:35:40,Francia
564,399 - EGGLESTON Andy,SEH,226,38:20:18,17:36:02,Reino Unido
565,385 - BERTRAND Damien,SEH,227,38:21:21,17:37:05,Francia
566,"607 - CESARE Francesco
TEAM SICILIA",SEH,228,38:22:00,17:37:44,Italia
567,1104 - WAGNER Johan,V1H,238,38:22:14,17:37:58,Suecia
568,"1785 - CONSEIL Guillaume
US JOIGNY",SEH,229,38:23:04,17:38:48,Francia
569,"1066 - REYNAUD Edouard
Experun Performance",SEH,230,38:24:44,17:40:28,Francia
570,1275 - SUZANNE Alain,V1H,239,38:25:50,17:41:34,Francia
571,"1916 - GAZZOLA BARREIROS Amarildo
TOLDOLON",V2H,46,38:26:41,17:42:25,Brasil
572,1965 - JUQUELIER Frédéric,V1H,240,38:26:58,17:42:42,Francia
573,1432 - OUE Kensuke,V1H,241,38:27:14,17:42:58,Japón
574,"1803 - BROSOLO Pascal
MAGREDI MOUNTAIN TRAIL",V2H,47,38:28:22,17:44:06,Italia
575,418 - ROCHER Philippe,V2H,48,38:30:07,17:45:51,Francia
576,"1043 - MICHAUD Corinne
CMBM",V1F,22,38:30:31,17:46:15,Francia
577,"776 - QUIQUEREL-BOUCAR Céline
JC EPERNAY CHAMPAGNE",V1F,23,38:30:42,17:46:26,Francia
578,"2744 - MOTOYA Kouji
TOREMOTI",SEH,231,38:30:50,17:46:34,Japón
579,1602 - MARCO-BLAS Maxime,V1H,242,38:31:19,17:47:03,Francia
580,"1342 - POSKIN Julien
CPMV",SEH,232,38:31:39,17:47:23,Bélgica
581,"1521 - CAUBÈRE François
PORTET ATHLETIC CLUB",V1H,243,38:32:36,17:48:20,Francia
