index,0,1,2,3,4,5
871,"1374 - LAPORTE Romain
CA BRIOUDE",V1H,370,42:01:29,21:42:22,Francia
872,1452 - LAW Ka Leung,V1H,371,42:02:12,21:43:05,HK
873,2463 - HERVOUËT Julien,SEH,329,42:02:21,21:43:14,Francia
874,"2540 - GONZALEZ RIVERO Marcial
FONDISTAS DE MIGUELTURRA",V2H,106,42:02:31,21:43:24,España
875,2723 - JUN Yang,SEF,30,42:02:35,21:43:28,China
876,"845 - PICARD Julien
LES BRONZAMIS",V1H,372,42:02:50,21:43:43,Francia
877,"1718 - MELCHIORRI Marco
PASTURO TEAM",V2H,107,42:03:06,21:43:59,Italia
878,"2801 - GALAAEN Øistein Schmidt
ROMERIKE ULTRALOPERKLUBB",V1H,373,42:03:15,21:44:08,Noruega
879,"2546 - FERNANDEZ josé
CE CIAT",V3H,10,42:04:05,21:44:58,Francia
880,"1150 - DEMPERE Pierre
UA SOCIETE GENERALE",V1H,374,42:04:29,21:45:22,Francia
881,"1584 - BELLO Lionel
UA SOCIETE GENERALE",V1H,374,42:04:29,21:45:22,Francia
882,"1573 - AUBIN Matthieu
UA SOCIETE GENERALE",SEH,330,42:04:32,21:45:25,Francia
883,2786 - CHRISTONI Timothy,V2H,108,42:05:42,21:46:35,Estados Unidos
884,"1980 - TOMATIS Paolo
JERRY GARCIA TRAIL",V2H,109,42:05:48,21:46:41,Italia
885,2846 - TAVAN Noel,SEH,331,42:06:03,21:46:56,Estados Unidos
886,663 - AVELINO DE OLIVEIRA Maria Aparecida,V1F,27,42:06:18,21:47:11,Brasil
887,"915 - COURTINE Sophie
CLUB TRAIL ST GERVAIS LES BAINS",SEF,31,42:06:38,21:47:31,Francia
888,"1402 - FAGAN David
MULLINGAR HARRIERS",V2H,110,42:06:41,21:47:34,Irlanda
889,"1518 - ZHANG Fangming
JDTC",SEH,332,42:08:35,21:49:28,China
890,2538 - BONNEFON Mathieu,SEH,333,42:09:15,21:50:08,Francia
891,1903 - NOZAKI Keisuke,V1H,376,42:09:21,21:50:14,Japón
892,"1705 - HEPP Martin Alejandro
GR TEAM",V1H,377,42:09:24,21:50:17,Argentina
893,2576 - TRUEMAN David,SEH,334,42:09:24,21:50:17,Reino Unido
894,1509 - BARTOZZI Pierre,SEH,335,42:09:30,21:50:23,Francia
895,"592 - SANTOS POSE José Manuel
AVIVA SPORT CLUB",V1H,378,42:10:21,21:51:14,España
896,1783 - KIDDLE Matthew,SEH,336,42:10:54,21:51:47,Reino Unido
897,1179 - RIBERPREY Germain,SEH,337,42:11:13,21:52:06,Francia
898,1059 - CANTELOU Romain,SEH,338,42:11:16,21:52:09,Francia
899,1689 - CHECA ORTEGA Rafael,V2H,111,42:11:41,21:52:34,España
900,1239 - STUCKE Heidrun,V2F,4,42:12:23,21:53:16,Alemania
901,"1948 - SIMPSON Chris
SOUTH MOLTON STRUGGLERS",V1H,379,42:12:29,21:53:22,Reino Unido
902,"2760 - ROCHA Joao
CAES D´AVENIDA",V2H,112,42:12:43,21:53:36,Portugal
903,"1707 - NEVES Nuno
ARSM ASSOCIACAO RECREATIVA DE SAO MIGUEL",V1H,380,42:12:44,21:53:37,Portugal
904,697 - MIRCHESKA Meri,SEF,32,42:13:31,21:54:24,Macedonia del Norte
905,"2177 - FOO Chee Guan
WIND RUNNERS",V1H,381,42:13:32,21:54:25,Malasia
906,2373 - PENG Xiao,V1H,382,42:13:38,21:54:31,China
907,"1086 - DUVALLET Mickaël
TEAM TRAIL TOURAINE",V1H,383,42:13:50,21:54:43,Francia
908,"1836 - THIENEL Jason
LA SPORTIVA",SEH,339,42:13:51,21:54:44,Estados Unidos
909,2848 - TSUJIMOTO Arihito,V1H,384,42:14:07,21:55:00,Japón
910,1016 - MORROW Paul,SEH,340,42:14:46,21:55:39,Estados Unidos
911,2004 - PERRILLAT-COLLOMB Aurelien,V1H,385,42:15:25,21:56:18,Francia
912,1797 - PELCA Guillaume,SEH,341,42:15:29,21:56:22,Francia
913,"2186 - GARCIA COBOS Jorge
DIBAQ",V1H,386,42:15:39,21:56:32,España
914,"1496 - MATUSIAK Michal
ROWERY MAłGOśKA",SEH,342,42:15:42,21:56:35,Polonia
915,"1988 - PELATAN Cyrille
SMAC",SEH,343,42:15:46,21:56:39,Francia
916,"1676 - GONZALEZ RAMIREZ Jesus Manuel
DIBAQ",V1H,387,42:15:49,21:56:42,España
917,"1365 - MONTEIL Loic
SALTA BARTAS",V1H,388,42:16:13,21:57:06,Francia
918,"752 - YATSUHASHI Mikiko
KAMAKURA GACHIRENTAI",V1F,28,42:16:32,21:57:25,Japón
919,"1939 - KECH Michael
TRAIL ATTITUDE FAMENNOISE BELGIQUE",V1H,389,42:17:00,21:57:53,Bélgica
920,2437 - VROEGOP Gerbrand,V1H,390,42:17:25,21:58:18,Países Bajos
921,1754 - NODOMI Hiroshi,V1H,391,42:17:51,21:58:44,Japón
922,968 - LAOUREUX Denis,V1H,392,42:19:56,22:00:49,Bélgica
923,1657 - PERRIN Francois,V1H,393,42:20:47,22:01:40,Francia
924,1253 - SATO Kensuke,V1H,394,42:20:53,22:01:46,Japón
925,"1884 - PITAS Andrzej
BIEGI W ROGOŹNIKU",V1H,395,42:20:57,22:01:50,Polonia
926,1455 - DUARTE Nathalie,V1F,29,42:21:35,22:02:28,Francia
927,2031 - LI Jianyun,V1H,396,42:22:15,22:03:08,China
928,1397 - HENSON Michael,V1H,397,42:22:21,22:03:14,Estados Unidos
929,"1454 - GUSHIKEN Robb
THE NORTH FACE",V1H,398,42:22:37,22:03:30,Estados Unidos
930,"1046 - PARKER David
ST THERESAS AC",V2H,113,42:24:10,22:05:03,Reino Unido
931,826 - CHAN Charis,V1F,30,42:25:17,22:06:10,HK
932,"1790 - INAGAKI Taito
KSOTAIQ",SEH,344,42:25:22,22:06:15,Japón
933,"511 - RYAN John
SERPENTINE",SEH,345,42:25:23,22:06:16,Irlanda
934,"1521 - SANCHIZ CASTRO Isidro
Club Atletismo Vinalopo Elda GEDF",V1H,399,42:25:31,22:06:24,España
935,1132 - BRÜNICHE-OLSEN Lau,V1H,400,42:25:33,22:06:26,Dinamarca
936,1709 - TÝČE Jan,SEH,346,42:25:47,22:06:40,República Checa
937,"2062 - LI Jiurong
CRIT",V2H,114,42:26:30,22:07:23,Canadá
938,830 - GRÄNICHER Rebecca,SEF,33,42:26:44,22:07:37,Suiza
939,"1192 - MATSUMOTO Kazuhiko
NIGHTRUNAC",V1H,401,42:26:49,22:07:42,Japón
940,"1806 - GONZALEZ LOPEZ David
TRAILXTREM",V1H,402,42:29:20,22:10:13,España
941,"2333 - PINTUR Jean-Christophe
AS LILLY",V1H,403,42:29:34,22:10:27,Francia
942,1888 - MERCERON Emmanuel,V1H,404,42:29:42,22:10:35,Francia
943,822 - JOLY Caroline,SEF,34,42:29:56,22:10:49,Suiza
944,"959 - EGGENSCHWILER Florent
VIVE LA FAIBLESSE",SEH,347,42:29:58,22:10:51,Suiza
945,2199 - SCHROTH Markus,V1H,405,42:30:01,22:10:54,Alemania
946,1772 - KOUSTENIS Ioannis,V1H,406,42:30:07,22:11:00,Grecia
947,"780 - YAMAZAKI Masayoshi
YAZAKI PARTS CO.,LTD.",SEH,348,42:30:12,22:11:05,Japón
948,"1645 - ZIMMERMANN Heiko
TEAM STARKE SCHUHE",V2H,115,42:30:32,22:11:25,Alemania
949,2306 - HUGUET Antoine,SEH,349,42:30:55,22:11:48,Francia
950,2191 - IGUSA Tomohito,V1H,407,42:31:00,22:11:53,Nueva Zelandia
951,885 - HENNESSY Martin,SEH,350,42:31:42,22:12:35,Irlanda
952,1327 - MORRISSEY Claire,V1F,31,42:31:43,22:12:36,Irlanda
953,2152 - COX Jon,SEH,351,42:31:46,22:12:39,Reino Unido
954,"1563 - MALENFANT Sylvain
COTEN'TRAIL",V1H,408,42:31:47,22:12:40,Francia
955,1791 - LADET Franck,SEH,352,42:31:48,22:12:41,Francia
956,1399 - ROE Chris,V1F,32,42:33:50,22:14:43,Reino Unido
957,"2299 - GAFFET Eric
ATHLETIQUE SAINT PANTALEON",V2H,116,42:34:13,22:15:06,Francia
958,"2056 - RODRIGO POLO David
ZURITATRAIL",V1H,409,42:34:40,22:15:33,España
959,671 - TOMIZUKA Shosuke,SEH,353,42:35:02,22:15:55,Japón
960,"2315 - KŁOPOTEK Marcin
EXTREME FAMILY",V1H,410,42:36:00,22:16:53,Polonia
961,432 - HOFMANN Gérard,V1H,411,42:36:34,22:17:27,Bélgica
962,1934 - GOOD Erich,V2H,117,42:36:35,22:17:28,Suiza
963,422 - CSIK Nicolas,V1H,412,42:36:39,22:17:32,Bélgica
964,1638 - ATANASOVA Eliya,SEF,35,42:37:16,22:18:09,Bulgaria
965,1905 - MAREŠ Jindřich,V2H,118,42:37:32,22:18:25,República Checa
966,1155 - COOKE Kate,V1F,33,42:37:53,22:18:46,Sudáfrica
967,"1853 - HARBONNIER Guillaume
Sport étude Morpho",SEH,354,42:38:05,22:18:58,Francia
968,"1350 - SHI Lei
YICHUN TIANTIAN RUNNING",SEH,355,42:38:18,22:19:11,China
969,"727 - FAN Junrong
凯乐石跑山帮/南昌越野",V1H,413,42:38:19,22:19:12,China
970,2560 - MAHAN Matthew,V1H,414,42:39:20,22:20:13,Estados Unidos
971,"1495 - MAJOCCHI Jacopo
BUSHIDO",V1H,415,42:40:42,22:21:35,Italia
972,"1627 - ADAM Régis
AMCF",SEH,356,42:40:44,22:21:37,Francia
973,430 - OLLIVIER Thomas,V1H,416,42:41:16,22:22:09,Francia
974,"441 - RIZZO Pietro
GLI ORSI",V2H,119,42:41:31,22:22:24,Italia
975,1081 - LEONARD Lucja,V1F,34,42:43:05,22:23:58,Australia
976,"1994 - SPACKMAN Paul
OVERTON HARRIERS",SEH,357,42:43:06,22:23:59,Reino Unido
977,"1101 - FERRARIS David
CARNAVAL",V1H,417,42:43:22,22:24:15,Italia
978,"2295 - LAI Christopher
SNAIL CREW",SEH,358,42:43:26,22:24:19,Francia
979,2240 - BALDWIN Paul,V2H,120,42:43:41,22:24:34,Reino Unido
980,"1940 - KINGSTON Thomas
London City Athletics Club",SEH,359,42:43:45,22:24:38,Reino Unido
981,1679 - DUPUY Sebastien,SEH,360,42:44:15,22:25:08,Francia
982,"488 - VIRIN Max
ACVSS",V1H,418,42:45:41,22:26:34,Francia
983,"2350 - DOLZ FERRIZ David
C.E.DEPORUNNERS",V1H,419,42:46:55,22:27:48,España
984,1837 - CUENOT Maxime,SEH,361,42:47:01,22:27:54,Francia
985,"952 - PRÜFER Martina
LG NORD ULTRATEAM BERLIN",V2F,5,42:47:07,22:28:00,Alemania
986,"1436 - PRÜFER Gaston
LG NORD ULTRATEAM BERLIN",V1H,420,42:47:07,22:28:00,Alemania
987,"1901 - DOLAY Julien
ASPTT TRI ANGERS",SEH,362,42:47:22,22:28:15,Francia
988,2015 - MOUSSEAU Freddy,SEH,363,42:47:25,22:28:18,Francia
989,"1956 - COLANGE Alain
AUREC TRAIL/CHUKIDS42",V2H,121,42:47:29,22:28:22,Francia
990,2292 - BAUDOIN Fulbert,V1H,421,42:47:38,22:28:31,Francia
991,"2176 - FELIX DA SILVA Marcelo
FPAE",V1H,422,42:47:40,22:28:33,Brasil
992,2172 - BOYLE Joseph,V2H,122,42:47:45,22:28:38,Estados Unidos
993,"1635 - CORDEIRO Arthur
Bicho do Mato Team Upfit Trail",V1H,423,42:48:00,22:28:53,Brasil
994,"2840 - SILVA Luis Matheus
BICHO DO MATO TEAM-UP FIT",V1H,423,42:48:00,22:28:53,Brasil
995,"1743 - LAROCHETTE DE ROECK Francois
ASPTT ANNECY",V1H,425,42:49:04,22:29:57,Francia
996,"1363 - LAFONT Henri
PORTET ATHLETIC CLUB",SEH,364,42:49:09,22:30:02,Francia
997,"1810 - BOUVIER Jean Louis
SAMOENS TRAIL TEAM",V3H,11,42:49:23,22:30:16,Francia
998,"1209 - DE SCHAEPMEESTER Christof
ASICS FrontRunner",SEH,365,42:50:04,22:30:57,Bélgica
999,"1414 - LE BOUILL Denis
GUERLEDAN AVENTURES",V1H,426,42:52:00,22:32:53,Francia
1000,1118 - ROGORZ Piotr,V1H,427,42:53:52,22:34:45,Polonia
1001,"1233 - LEE Chi Ho
ONIGIRI",SEH,366,42:55:01,22:35:54,HK
1002,2072 - SURMELY Olivier,V1H,428,42:55:27,22:36:20,Francia
1003,"2225 - MARBACH Frank
SKYTORTUES",V1H,429,42:57:25,22:38:18,Francia
1004,"1353 - FELTEN Olivier
TOUT O TALENT TEAM",SEH,367,42:58:08,22:39:01,Francia
1005,"1309 - ROUTIER Anthony
TOUT O TALENT TEAM",SEH,368,42:58:10,22:39:03,Francia
1006,1064 - BAI Jérôme,V1H,430,42:58:15,22:39:08,Francia
1007,1877 - WIETZKE Raphaël,V1H,431,42:58:27,22:39:20,Francia
1008,"1814 - OPOLAIS Intars
IZTURĪBA",V1H,432,42:59:28,22:40:21,Letonia
1009,763 - MCNAMARA Patrick,SEH,369,43:00:06,22:40:59,Australia
1010,"920 - JACKSON Chris
SYDNEY STRIDERS",SEH,370,43:00:07,22:41:00,Australia
1011,"1808 - ANTIGA Alessandro
ASD BIO CORRENDO",V1H,433,43:00:12,22:41:05,Italia
1012,"1513 - IBTIOUENE Karim
ACCRORUN VILLEPREUX",V1H,434,43:00:29,22:41:22,Francia
1013,"2162 - MEZERETTE Eric
ACCRORUN VILLEPREUX",V1H,434,43:00:29,22:41:22,Francia
1014,465 - BOLJANIC Ivan,V1H,436,43:00:43,22:41:36,Francia
1015,"889 - BAPTISTA Helder
GO!RUNNERS/OUTPRO STORE",V1H,437,43:00:45,22:41:38,Portugal
1016,"2810 - JADZIEWICZ Jakub
PRORUNNING PROMOTION",V1H,438,43:01:59,22:42:52,Polonia
1017,"993 - FAJGER Janusz
10BKPANC Swietoszow",V1H,439,43:02:02,22:42:55,Polonia
1018,"2725 - MARQUES MARTINS Cidália
VENDASNOVAS TRAIL",V2F,6,43:02:24,22:43:17,Portugal
1019,1747 - SKOCZYŃSKI Tomasz,V1H,440,43:02:33,22:43:26,Polonia
1020,"1683 - LE ROUX Yann
LES COPAINS D'ABORD",V1H,441,43:02:45,22:43:38,Francia
1021,"1236 - ROKICKI Piotr
5XM4",V1H,442,43:03:20,22:44:13,Polonia
1022,"2005 - ROPERT Antoine
S/L STADE NANTAIS AC",V2H,123,43:03:45,22:44:38,Francia
1023,"1378 - MADEIRA António
CLUBE DE PRACAS DA ARMADA",V2H,124,43:04:24,22:45:17,Portugal
1024,2422 - HENAFF Fabrice,V2H,125,43:05:25,22:46:18,Francia
1025,"1380 - SANKOWSKI Pawel
PLACKI TEAM",SEH,371,43:06:08,22:47:01,Polonia
1026,"1602 - DHONNEUR Sylvain
CHAMONIX SKI ALPINISME",SEH,372,43:06:11,22:47:04,Francia
1027,"1296 - WEBER Antoine
TEAM SPORTENERGIE",V1H,443,43:06:15,22:47:08,Suiza
1028,"2108 - HOLLINGWORTH Daniel
BUCKLEY RUNNERS",V1H,444,43:06:36,22:47:29,Reino Unido
1029,2014 - IWAZAKI Osamu,SEH,373,43:06:43,22:47:36,Japón
1030,2156 - MARTINET Bertrand,V1H,445,43:07:10,22:48:03,Francia
1031,366 - TABEAU Dorian,SEH,374,43:07:17,22:48:10,Francia
1032,1805 - YAMAMOTO Shinsuke,V2H,126,43:07:27,22:48:20,Japón
1033,"1601 - DELAIT Olivier
UN ORVAL M'ATTEND",V2H,127,43:07:30,22:48:23,Bélgica
1034,"770 - DUFFY Cathy
NSWIB",V1F,35,43:08:12,22:49:05,Australia
1035,"2049 - CURRÁS ABAL Benito Telesforo
CLUB CANICROSS VIGO",SEH,375,43:08:18,22:49:11,España
1036,"894 - CUINET Yoann
SO TRAIL LYON",SEH,376,43:09:00,22:49:53,Francia
1037,2155 - HU Changming,V1H,446,43:09:03,22:49:56,China
1038,"1932 - DEPAOLI Paolo
TRM TEAM",V2H,128,43:09:33,22:50:26,Italia
1039,2143 - ZENG Zhi,SEH,377,43:10:34,22:51:27,China
1040,1906 - PEROLD Anuschka,V1F,36,43:11:42,22:52:35,Reino Unido
1041,"427 - DESCOMBES Pierre-Yves
AVOC",V2H,129,43:11:46,22:52:39,Francia
1042,"1792 - OILLIC Alan
TRITONS MELDOIS",V1H,447,43:12:07,22:53:00,Francia
1043,1859 - ROVEYAZ Marino,V1H,448,43:12:32,22:53:25,Italia
1044,471 - PI Jerry,V1H,449,43:12:56,22:53:49,Estados Unidos
1045,2153 - DYMENKO Serhii,SEH,378,43:13:08,22:54:01,Ucrania
1046,"1757 - CASCIOLI Gianluca
TC PARIOLI",V2H,130,43:13:12,22:54:05,Italia
1047,662 - SCHLOSSER Jérôme,V1H,450,43:13:30,22:54:23,Francia
1048,"1569 - MONTHUY Olivier
CAP GARONNE",V1H,451,43:15:28,22:56:21,Francia
1049,"756 - GUEGAN Damien
CAP GARONNE LE PRADET",SEH,379,43:15:30,22:56:23,Francia
1050,"1734 - SOCHACKA Katarzyna
LOCA2",SEF,36,43:15:54,22:56:47,Polonia
1051,"1665 - MART Mariusz
ORT ŁOMIANKI",V1H,452,43:16:02,22:56:55,Polonia
1052,499 - POUEY Guillaume,SEH,380,43:16:36,22:57:29,Francia
1053,"1699 - MARTINS Rui
CARAVELA TRAIL RUNNING TEAM",V1H,453,43:16:39,22:57:32,Portugal
1054,933 - NIWA Noriyuki,SEH,381,43:16:48,22:57:41,Japón
1055,"2185 - WANG Jiang hong
TIANSHAN π",V1H,454,43:16:53,22:57:46,China
1056,"2243 - LUCAS Jérôme
TEAM RAIDLIGHT 44",V1H,455,43:17:16,22:58:09,Francia
1057,461 - BAUD Adrien,SEH,382,43:17:28,22:58:21,Francia
1058,2207 - MATT Jerome,V2H,131,43:17:35,22:58:28,Francia
1059,"680 - PORATI Fabrizio
OVADESE TRAIL TEAM",V1H,456,43:18:44,22:59:37,Italia
1060,"1984 - THERVILLE Cyrille
CHEIRON MONTAGNE CLUB",V1H,457,43:19:39,23:00:32,Francia
1061,"1731 - PIAZZA LUCIANO
AVIS FORLI",V2H,132,43:19:42,23:00:35,Italia
1062,1416 - SATO Yusuke,V1H,458,43:20:22,23:01:15,Japón
1063,"1194 - SASCO Pierre
SPUCLASTERKA",V1H,459,43:20:29,23:01:22,Francia
1064,"1167 - GIRARD Stéphane
TEAM TRAIL JURA",V1H,460,43:21:25,23:02:18,Francia
1065,"2010 - BERMO Ramon
FINISH LINE PHYSICAL THERAPY",V2H,133,43:22:30,23:03:23,Estados Unidos
1066,1594 - JOKO Satoshi,SEH,383,43:23:20,23:04:13,Japón
1067,2063 - CORENGIA Julio Daniel,V1H,461,43:24:27,23:05:20,Argentina
1068,"1158 - BALAHACHI Rafion
CLUB MANIKOU ORGANISATIONS 972/TANBOU RANDO 971/ACTO INTERIM/SPIRIDON LIMOUSIN/CLUB TCHIMBE RAID 972",SEH,384,43:25:28,23:06:21,Francia
1069,"2247 - SIKORA Grzegorz
MCBIEGACZE",V1H,462,43:25:52,23:06:45,Polonia
1070,"2244 - MOURIN Pascal
TAILLEFER TRAIL TEAM",V2H,134,43:26:06,23:06:59,Francia
1071,1605 - RENAUD Laurent,V1H,463,43:26:09,23:07:02,Francia
1072,2266 - SEQUINO Antoine,V1H,464,43:26:21,23:07:14,Francia
1073,"1612 - KANJANASUTTIYAKORN Threerawat
TEELAKOW",SEH,385,43:26:29,23:07:22,Tailandia
1074,"1231 - COLLIN Vincent
L’ESTY",SEH,386,43:26:34,23:07:27,Bélgica
1075,2291 - BILBAULT Damien,SEH,387,43:26:43,23:07:36,Francia
1076,"2527 - POHLE Mario
SUPER MARIO BROTHERS",SEH,388,43:27:23,23:08:16,Alemania
1077,2438 - ADAIR Harry,V2H,135,43:28:08,23:09:01,Reino Unido
1078,"1716 - DE LA GRANJA VILLOSLADA Gonzalo
TIENDA EXPLORER VILARAIDERSOLIVENZA",SEH,389,43:28:32,23:09:25,España
1079,"1310 - DUTERME virginie
LES CHEVALIERS DU VENT",V1F,37,43:29:54,23:10:47,Francia
1080,"1340 - GÄLLENTOFT Niclas
SWEDEN RUNNERS",V1H,465,43:30:19,23:11:12,Suecia
1081,"2766 - VELASCO RUIZ Miguel Angel
C.D. TRIAWOLD MOUNTAIN",V2H,136,43:30:26,23:11:19,España
1082,"2718 - PRIVE Delphine
CRAZY RUNNER",V1F,38,43:30:56,23:11:49,Francia
1083,2016 - PAVY Gabriel,SEH,390,43:31:59,23:12:52,Francia
1084,1050 - RYCKELYNCK Cindy,SEF,37,43:32:01,23:12:54,Francia
1085,"1603 - POISSONNIER Gael
KIKOUROU",V1H,466,43:32:11,23:13:04,Francia
1086,2406 - HÖHNER Maximilian,SEH,391,43:32:11,23:13:04,Alemania
1087,1107 - BELLON Frederic,V2H,137,43:33:00,23:13:53,Francia
1088,1510 - COSTANTINI Paolo,V1H,467,43:33:08,23:14:01,Italia
1089,"1744 - LECOMTE Florent
USCN",V1H,467,43:33:08,23:14:01,Francia
1090,2348 - WEBER Marcus,V2H,138,43:33:47,23:14:40,Alemania
1091,1325 - POLI Sebastien,V1H,469,43:34:20,23:15:13,Francia
1092,"2483 - CONY Philippe
RAIDERS 2000",V2H,139,43:34:26,23:15:19,Francia
1093,"351 - CAVALIERI Manuel
ATL. ROCCA DI PAPA - TEAM CROSSCALL",V1H,470,43:34:39,23:15:32,Italia
1094,"1047 - PAULIAT Jeremy
DECATHLON TRAIL TEAM",SEH,392,43:34:40,23:15:33,Bélgica
1095,2502 - REFORZO Matteo,SEH,393,43:35:43,23:16:36,Italia
1096,"2118 - CAZABAN Tony
Solidaire en peloton",V1H,471,43:36:20,23:17:13,Francia
1097,2096 - POULIQUEN Vincent,V1H,472,43:36:36,23:17:29,Francia
1098,"1871 - GILGERT Kevin
team terre de running dreux",SEH,394,43:37:50,23:18:43,Francia
1099,"2823 - NEGORO Yukihiko
Garden State Track Club",V2H,140,43:39:05,23:19:58,Japón
1100,1834 - NIYAMABHA Weerasak,SEH,395,43:39:09,23:20:02,Tailandia
1101,"2785 - CHEN Zhangchi
RUNNING PANDA",SEH,396,43:39:17,23:20:10,China
1102,1831 - KAMOTA Tetsuaki,V2H,141,43:39:54,23:20:47,Japón
1103,"1752 - GORLERO Riccardo
JERRY GARCIA TRAIL",V1H,473,43:40:16,23:21:09,Italia
1104,"1148 - THERESIA Ruth
BDG EXPLORER",SEF,38,43:41:42,23:22:35,Indonesia
1105,2064 - HAMANO Hideo,V2H,142,43:42:30,23:23:23,Japón
1106,"1304 - LACROIX Bertrand
USSE",V1H,474,43:43:42,23:24:35,Francia
1107,738 - BOULEY Didier,V1H,475,43:44:08,23:25:01,Francia
1108,"2101 - OSTROWSKI Miroslaw
PRZEWODNIK BESKIDZKI",V2H,143,43:44:16,23:25:09,Polonia
1109,"1126 - NAKAYAMA Eiji
SAKE-SHOP NAKAYAMA",V1H,476,43:44:24,23:25:17,Japón
1110,1409 - JEANMONNOT Virginie,V1F,39,43:44:37,23:25:30,Francia
1111,2759 - ROBYR Xavier,V2H,144,43:44:41,23:25:34,Suiza
1112,1505 - FRIN Jimmy,V1H,477,43:44:59,23:25:52,Francia
1113,2201 - ZANELLI Marc,V2H,145,43:45:37,23:26:30,Francia
1114,2735 - DESPRAS Dominique,V1H,478,43:45:43,23:26:36,Francia
1115,1841 - BERNARD Michel,V1H,479,43:46:18,23:27:11,Canadá
1116,"2025 - SASAKI Shuichi
TEAM MAGNUM",V3H,12,43:47:15,23:28:08,Japón
1117,"2462 - MORISHIMA Manabu
OOTA RUNNING CLUB",V1H,480,43:47:18,23:28:11,Japón
1118,"2060 - ICHIGE Koichi
MITOISHIKAWARC",V2H,146,43:47:19,23:28:12,Japón
1119,1973 - CORREIA Jorge,V1H,481,43:47:38,23:28:31,Portugal
1120,2099 - LEUNG Kin Wai,V1H,482,43:47:45,23:28:38,HK
1121,"2620 - CHU Weigen
CNRUNNER",V1H,483,43:47:48,23:28:41,China
1122,2202 - SASAKI Yuji,V2H,147,43:47:55,23:28:48,Japón
1123,1540 - MELZER Ines,V1F,40,43:48:23,23:29:16,Alemania
1124,"1739 - OKUNISHI Mayumi
TEAM YAMAZARU JAPAN",V2H,148,43:48:30,23:29:23,Japón
1125,1489 - PEZZUOLO Stefano,V1H,484,43:49:23,23:30:16,Italia
1126,2400 - BOSSAN Frederic,V1H,485,43:52:30,23:33:23,Francia
1127,1995 - DENIS Adrien,SEH,397,43:52:47,23:33:40,Francia
1128,"1286 - MINODIER Laurent
XVE ATHLETIC CLUB",V2H,149,43:52:49,23:33:42,Francia
1129,2651 - CHAN Keung,V1H,486,43:53:24,23:34:17,HK
1130,"439 - DUVERLIE Benoit
CAF DSA",V2H,150,43:53:41,23:34:34,Francia
1131,"2051 - DELBONO Fabio
ATLETICA FRANCIACORTA",SEH,398,43:54:35,23:35:28,Italia
1132,2296 - VAN DE WEGE Olivier,V2H,151,43:54:35,23:35:28,Bélgica
1133,494 - THIBAULT LIGER Julien,V1H,487,43:54:39,23:35:32,Francia
1134,1130 - BAI Nicolas,SEH,399,43:55:02,23:35:55,Francia
1135,1554 - LEE Soodong,V3H,13,43:55:03,23:35:56,Corea del Sur
1136,1685 - REBOUX Gilles,V1H,488,43:55:04,23:35:57,Francia
1137,"1927 - MARCONI Massimo
MAGREDI MOUNTAIN TRAIL",V2H,152,43:55:26,23:36:19,Italia
1138,1916 - MARTIN Remi,SEH,400,43:56:01,23:36:54,Francia
1139,2017 - TAKEMOTO Shinichi,V2H,153,43:56:03,23:36:56,Japón
1140,"2407 - THIBOUT Pascal
LES MARATOURISTES",V2H,154,43:56:09,23:37:02,Francia
1141,"1755 - BIASINO Fabrice
TRAKKS AMBASSADOR",V1H,489,43:56:51,23:37:44,Bélgica
1142,"1328 - ERNOULT Stephane
RCC",V1H,490,43:57:06,23:37:59,Francia
1143,2365 - HENRY Victor,SEH,401,43:58:15,23:39:08,Francia
1144,"2238 - RINNE Pasi
WASA TRAIL RUNNERS / TEAM NORDIC TRAIL FINLAND",V1H,491,43:58:54,23:39:47,Finlandia
1145,"1756 - CARVAJAL LLACA Mauricio
NORTHFACE MEXICO",V2H,155,44:00:07,23:41:00,Méjico
1146,1278 - OTAKI Yoshio,V2H,156,44:00:27,23:41:20,Japón
1147,1649 - ZAGLI Fabio,V2H,157,44:00:42,23:41:35,Italia
1148,"2095 - PIAZZINI Alessandro
IL PONTE SCANDICCI",V2H,158,44:00:44,23:41:37,Italia
1149,"1154 - CALIXTO Anemari
V8 4X4",V1F,41,44:01:53,23:42:46,Brasil
1150,695 - LEE Kam Suen Kitty,V1F,42,44:02:12,23:43:05,HK
1151,"1498 - CRUBILIE Joel
FAC FIGEAC",V2H,159,44:02:17,23:43:10,Francia
1152,2420 - DONAIS Phillip,V1H,492,44:02:33,23:43:26,Canadá
1153,1352 - SHENG Jieling,V1F,43,44:02:39,23:43:32,China
1154,"2513 - BAIO Daniel Alberto
LOS CORRECAMINOS",V1H,493,44:02:49,23:43:42,Argentina
1155,498 - BERNARD Pierre,V2H,160,44:03:19,23:44:12,Francia
1156,"1614 - MAGRIT Pierre
RAC",V2H,161,44:03:20,23:44:13,Francia
1157,"1775 - MESIAS FERNANDEZ Jose Manuel
SADA MONTANA",V2H,162,44:03:55,23:44:48,España
1158,2748 - KEITH Berton,V2H,163,44:04:18,23:45:11,Estados Unidos
1159,"357 - NIELSEN Carsten Nøhr
THE RUNNING VIKING",V2H,164,44:04:24,23:45:17,Dinamarca
1160,493 - VAN REEN Gijs,V1H,494,44:05:19,23:46:12,Países Bajos
1161,2132 - ISHIDA Gaku,V1H,495,44:06:39,23:47:32,Japón
1162,1527 - SIBILLE Diane,SEF,39,44:07:06,23:47:59,Francia
